start	end	text
3012398	3018444	So how can the UN preserve and strengthen the global non-proliferation treaty?
3019024	3029198	But we should remember that the creation of the UN comes in the wake of the use of nuclear weapons, and that the first resolution of the General Assembly was about it.
3029599	3035687	We have to see, and perhaps it's a sobering conclusion, that 80 years after that,
3036237	3043824	issue of nuclear weapons continue to haunt us and not in a way that seems to be going in the right direction.
3044645	3055655	We see that after a period, a relatively long period of gradual decrease in nuclear arsenals, this has stopped.
3055995	3058698	We see again the curve
3060299	3072882	slowly but steadily picking up the issue, of course, which resonates so vividly here in this country of the DPRK, but not only there.
3073543	3088667	The situations that we are trying to grapple with, coming from Burgenstock last weekend, where we are still trying to contain a problem before it becomes yet another
3089967	3094209	case of proliferation of nuclear weapons.
3094790	3116862	And what is also intriguing and concerning is that we listen more and more a conversation in countries that heretofore have abstained from having nuclear weapons, asking themselves whether this world, this fragmented world, does not warrant them reviewing
