start	end	text
587220	607857	Publishing financial disclosures, engaging with civil society, participating in transparent General Assembly and Security Council processes, respecting Article 100 of the UN Charter, which means, of course, independence from member states, and avoiding conflicts of interest with any current UN role.
607897	610319	They want those principles to define this campaign.
610700	612742	Do you commit to them, and why?
612762	614063	I have to add one.
614628	618356	is only one mandate to be elected.
619057	621944	That's also the one for 8 billion.
622785	623888	I could subscribe it now.
625155	626416	I could describe it right now.
626577	627177	All of them.
627197	630321	All of them, because that's what I've tried to do throughout my whole life.
631562	632383	That's what I believe in.
633003	637909	And I believe that you have to make the best decisions with independence.
638089	640091	We have to appoint the best possible person.
640652	642854	I mean, there's always going to be pressures.
643335	645817	But I mean, in my life, I've shown that pressure doesn't
647739	649599	I make decisions because I believe.
650080	653641	I was on the hearing at the General Assembly very happily, three hours.
653781	659984	It was long, but it was really important because Member States could listen to what I was thinking about many issues.
660345	663626	And I'm looking forward if there are hearings at the Security Council soon.
664166	665007	And I've been trying to
665987	668748	have activities with civil society in this process.
669208	676051	So I think for the fifth principle that you know, for more than two years, I'm not part of the UN.
676451	678471	So I have no conflict of interest on that.
678531	679692	Okay.
679832	685054	We'll look forward to hearing you speaking out loudly if there's something happening behind closed doors.
685614	687074	Let's go to the audience.
687114	694857	We have our first question from Captain Kibria, who's from the Dr. Mustafa Hazara Foundation, a non-profit
695357	696939	humanitarian foundation.
697099	700442	Captain Kibriya, the floor is yours.
704685	709890	Oh, that's... God, if the captains didn't make it, then what about all the rest?
710690	714233	Okay, okay, we hope he wasn't prevented, and let me read his question.
715408	738219	In today's increasingly complex global environment, do you believe the Secretary General should be entrusted with limited independent authority to undertake urgent peace and humanitarian initiatives when swift action is essential for the protection of human lives and international stability?
738659	744782	So should you have the authority to intervene swiftly when lives are at stake?
746587	750089	and needed to say when major powers are involved?
750509	754731	Well, you know, I think you can do a lot.
756032	757493	You can do a lot as Secretary General.
758333	762175	First of all, I mentioned the three key tools and
763047	772672	roles of the UN because I believe that when some countries say we need to go back to basics and think that peace and security is the only thing, I don't agree with them.
773212	777835	I think you won't have peace and security if you don't have development and you violate human rights.
778155	779296	So we need the three of them.
779696	785579	And I will do my best to insist that the three of them needs to be supported, funded, et cetera.
785999	792403	The second thing is I think the charter has a lot of tools available, early warning, good offices, mediation.
793023	796746	And I am a person who's not waiting to do those things.
796866	805411	If I realized that a conflict will come, I will try to go to anticipate myself to go before to the field.
805892	810955	And if it's not able to prevent it, to work on mediation, to use our good offices.
811295	813477	I mean, sometimes you try things and they don't work.
813857	815198	But I think you have to insist, Brian.
815498	819501	Yes, because I think everyone here knows that all the major
821327	830229	wars of our time, be it Ukraine, be it Gaza, be it Sudan, be it the Iran war, the UN is not involved.
830409	831730	What can you do to change that?
832030	832870	What would you do differently?
833230	850415	Well, what I'll say, if there are many different reasons, because there has been sort of a tendency of sort of not supporting multilateral solution and supporting unilateral solution or mid-lab multilateral solutions.
851083	864639	And I believe that there are always situations that group of countries can help, of course, that's fine, it's always been like that, or they can mediate, but it has to be under the coordination and coherence with the United Nations, with the Security Council.
864999	868643	But I do believe if I'm a Secretary General, I will go there to the field.
869224	871545	I won't wait until they invite me to go.
872165	872865	I will go there.
873465	878206	If it's necessary, I'll be in front of the building of the Ministry for Foreign Affairs.
878406	884047	Because I believe the Secretary General is the, if I would say, the more important diplomat in the world.
884408	885628	And he has to be a moral voice.
886108	888268	So I will speak, but I will go to the field.
888288	889529	Because there is discussion.
889749	891369	Should I be a secretary or a general?
891769	893510	You'll be more general, given your defense.
893570	896650	I mean, you have to be the chief administrator, according to the charter.
896930	898171	But I have to be a general as well.
898411	898631	OK.
899571	900491	I think that was a good answer.
900531	905293	Timoteo Olatunde is from the Timvert Empowerment Foundation.
905473	909274	It's a youth empowerment organization, mainly working in Nigeria.
909594	910134	The question.
911254	925498	Civil society organizations, particularly those led by young people in the Global South, face persistent barriers to meaningful UN participation, including accreditation delays, funding gaps, exclusion from decision-making,
926427	934995	What concrete steps will you take to ensure civil society is genuinely included in shaping UN policy?
935635	937397	Not merely consulted.
937597	939359	In other words, just lip service.
939879	940380	Concrete.
941271	949213	Well, I remember when I was at UN Women, there was a group working with girls, and they said, I don't want to be at the table.
949733	951634	I want to decide the shape of the table.
952034	955035	And I understand that's the same thing that these people are saying.
955735	958596	I believe, first of all, there's a lot that can be done with EcoSoc.
958936	967461	Because ECOSOC is the one who accredits which are NGOs, civil society organizations that can be observers, that can participate.
967862	969923	So that can be, I would say, improved.
970043	979769	All those procedures can be improved because it takes too long and that means that you have to ensure that more civil society organizations and NGOs can be present at the different places.
980390	983872	We need, though, I have to say, to ensure that they get visas.
984232	991298	so they can participate in many of these because I saw in the CSW very few women from some parts of the world and I asked what was it?
991318	993279	They said the cost of the ticket.
993639	995521	No, they said they didn't get the visa.
995841	997742	So we need to ensure that that happens as well.
998243	1000104	We need to enforce the Youth Office.
1000605	1004247	We need to support the Youth Office so it can make much more than what it's doing now.
1005068	1011234	So I believe that also we have the solution 2250 that on youth and peace and security.
1011254	1016339	And I think we need to make it a reality because that is written, but you have to implement it.
1017780	1018441	Another question.
1018581	1024467	Sivira Chaturvedi, formerly from UNIFEM, UNDP from the United States.
1026000	1040557	What actions will you take to address the current and growing anti-gender backlash by UN member states, including restrictions on civic spaces, which are threats to peace, development and especially women's human rights?
1042153	1051245	Well, everybody who knows me knows that I've been my whole life pushing for gender equality, for women's empowerment.
1051285	1055110	I'm continuing to do so as Secretary General or not as Secretary General.
1055570	1057613	So I think we need to continue
1058073	1068896	building upon what Secretary-General Guterres has done, because he has ensured that in all senior positions, women and men are parity, 50-50.
1069356	1070977	But that has to go down as well.
1071397	1078139	But also in the Secretariat, you have to have better representation, gender representation, geographical representation, et cetera.
1078919	1085644	We also need to continue speaking out loud about women's rights and to ensure that we don't have a bigger backlash.
1086165	1088366	I saw that backlash when I was new in women.
1088426	1089667	I will continue doing that job.
1090248	1094231	We need to build alliances with governments to push for gender rights.
1094731	1098634	And the other question, and the same with civic space.
1099155	1102017	We need people being part of the solution.
1102477	1109660	I mean, even in our common agenda, we said that we need to redefine what the international community was.
1110080	1120163	It was not only about intergovernmental, it needed also to have all these other activists, civil society, academia, private sector, et cetera.
1120203	1126926	So that we need to continue opening these six spaces and trying also to reach out member states to continue doing so.
1128367	1135413	The clock is ticking, but I want to ask you, this is going to be a two-word answer, a one-word answer from you, because I want a very specific example.
1135974	1148145	If you were the Secretary General, if you were going to deal with the, some would say, the apartheid policies of the Taliban in Afghanistan, one-word answer, would you engage or would you isolate them?
1150217	1150757	I would engage.
1150777	1151437	Okay.
1151557	1152958	And I did that as High Commissioner.
1153498	1154978	Okay.
1155558	1157779	An audience question again, which I will also read.
1157879	1164701	Nicholas Candido, who's from Plataforma Osipo in Brazil, you may know it, Independent Women-led Policy Institute.
1165241	1168602	When the UN was created, climate was not a primary concern.
1169087	1176812	Today, climate instability impacts livelihoods and ecosystems globally, yet the UN is ill-equipped to address its scale and urgency.
1177533	1183837	What reforms would you implement to ensure adequate resources for an effective climate response?
1188766	1195970	If I'm Secretary General, I have to maintain climate change in the agenda because some countries are still saying that climate change doesn't exist.
1196530	1204875	Some countries are discussing about going back to coal and other fossil combustibles and I think that's very dangerous.
1205456	1211919	So we need first of all to continue showing science with evidence why climate change is a reality and we need to maintain.
1212119	1216662	And then we need to think on how we finance it because climate action needs support.
1217335	1225501	And today, you know, the countries who have less contributed to the climate change, to the problems, are the ones who receive less money.
1225981	1243434	So we need to think of innovative mechanisms, for example, like debt climate swaps or other mechanisms that can ensure that countries who are not the responsible ones can really have the resources to do their mitigation and adaptation plans and so on.
1244663	1247624	Question from the floor, Freddy Carver.
1248885	1249805	Freddy Carver, good.
1249905	1255948	Captain Freddy Carver from ODI, the Independent Global Affairs Think Tank based in London.
1256048	1257028	Your question, Freddy.
1257688	1258449	Thank you very much.
1260069	1265372	One of the challenges for the UN-led humanitarian system is that it receives criticism from all sides.
1266307	1275117	From crisis-affected populations who complain that their most important needs are often not met, particularly around safety and security.
1276058	1285009	From actors in the global north, particularly on the right to politics, who argue that the system is fragmented, bureaucratic, inefficient, too expensive.
1286050	1297575	and also from many voices in the global south who argue that the humanitarian system dominates space and funding apart from global south and civil society.
1298155	1310281	Yet the focus of the UN system in the last 12 months has been very much around cost cutting, around prioritization, and has struggled to meet some of these more strategic questions and challenges.
1311261	1315403	How would you address those challenges if you became Secretary General?
1318562	1339130	Well, I think that one of the main tasks that the UN has to ensure is to protect lives and protect lives not only trying to avoid conflicts but also to deal with the results not only on conflict but because you need a military assistance also when you have diseases, when you have
1343481	1344882	natural disasters and so on.
1345523	1360855	So I believe that humanitarian assistance is key, but it has to be also related to the other areas that we need to work on because of course we have to provide humanitarian assistance when things are happening, but as I said before,
1361256	1367761	we need to prevent them from happening because probably there will never be enough resources to solve all those problems.
1368321	1376628	And prevention is essentially to avoid not only the losses of life, the situation you mentioned, but also the cost that it means.
1377048	1389017	But on the other hand, I believe there is a huge group of people with a lot of experience that have done fantastic jobs on humanitarian assistance and I think we need to continue supporting them strongly.
1391476	1405093	But you worry that cost cutting would dominate your agenda, would have to dominate with almost the percentage of funding has gone down in recent years by nearly 25%.
1405233	1409318	Again, we're back to existential.
1409678	1409878	Yeah.
1411671	1422857	I know that the UNED reform is mainly being pushed because of cost cutting and because of lack of liquidity.
1423657	1431982	But if you have savings making all those initiatives that the reform intends to do, avoiding the redundancy and so on,
1432782	1437926	That doesn't – that needs to be put, those money, in the areas that you prioritize.
1438286	1444791	Again, I will look like somebody who's repeating, but human rights, development, and peace and security.
1445331	1453857	Because the thing of the reform is not to do more with less, it's to do better and put the money where the priorities are.
1454057	1458100	Because you believe the critics who say it is too bloated, you do need to slim it down?
1458540	1461983	No, I do believe that the UN has to be leaner,
1462563	1464844	but muscle, not leaner but weak.
1465364	1478471	So one of the things that I believe and I will push strongly is that it can be a reform, it can be, it must be a reform, it's an opportunity as well, but what cannot happen is to diminish the field capacity.
1478771	1486735	And it cannot happen not to do what it needs to do because otherwise we're losing the essentials that make this new organization exist.
1488173	1499959	Michelle Bachelet, the world would want a UN Secretary General who's not just focused on the job, but also find ways to keep their mental health to keep sane.
1500259	1502701	You have 30 seconds to give us a little hint.
1503141	1505562	How does Michelle Bachelet relax?
1506783	1509865	Well, I'm not sure if I'm that master.
1510025	1515468	Because when things are very complicated, you need to be there energetically.
1516268	1524653	The only thing that I want to say is that for me to be a secretary-general is not to be the glory of to be the first women secretary-general.
1525894	1528135	I have many glories in my life and I don't need more.
1528275	1529075	So what is your hobby?
1529916	1530916	You've got five seconds.
1530956	1531537	My hobby?
1531957	1532898	Read, dance.
1533378	1534218	Oh, dancing.
1535519	1536059	Okay.
1536079	1539922	But one thing I said, I would like to be a secretary-general if it's worthy.
1540522	1544264	If I can be really independent, neutral, and serve all member states.
1544704	1545685	That is what I would like.
1546439	1549101	Well, I think we would all want you to be able to achieve that.
1549161	1550763	Michelle Bachelet, thank you very much.
