start	end	text
431619	447652	And I have learned to live under pressure, to take decisions, to take tough decisions, and also to be able to have the team and be the team leader that is necessary for those situations.
448172	456074	So I believe I am experienced, I am confident, I am determined, and I am a good leader.
456615	460736	So I can be the secretary and the general at the same time.
461176	462416	More general than secretary?
462616	467978	That's what the survey of the Global South said, that's what they want, more general than secretary.
468138	473980	Yeah, but you know, there is part of being a secretary that will be very important also this time.
474512	474752	Yes?
475252	477534	That is your management skills.
478314	485438	If you are going to reform the organization, you have to drive management and not allow management to drive you.
485738	490281	But you might have to be a general, maybe even a field marshal to put the UN at the centre.
490661	492302	Let's get some commitments from you.
492362	493422	This is going to be on the record.
493462	495023	People are listening and taking notes.
495723	504148	The One for Eight Billion campaign and the UN Association of the UK as a founding partner has called on all candidates during this campaign to commit
504498	505939	publicly to five principles.
505979	506540	You may know them.
507060	516148	One, disclosing financial, publishing financial disclosures, engaging with civil society, participating in transparent
516730	519412	General Assembly and Security Council processes.
519833	521874	Remember, no one wants it behind closed doors.
522435	527399	Respecting Article 100 of the UN Charter, in other words, independence from member states.
527819	530241	Nobody wants one or two or three countries to dominate.
530742	534105	And avoiding conflicts of interest with any current UN roles.
534785	536167	Do you accept these principles?
536507	537007	Absolutely.
537528	539609	Yeah, I think that they make sense.
540750	552133	If you want a secretary general that is able to bring back trust in the organization, it has to start with integrity and with accountability.
552353	554873	And I am absolutely willing to do that.
555334	556714	We're going to hold you to it.
557394	558094	Let's go to some of the...
558114	558894	I hope so.
559595	560575	Me and everybody.
560615	560895	Yes.
562335	563636	Everyone here tonight and many more.
564216	567997	First question from the audience, Anne Kaproff from the UN.
568117	569297	She's in the United States.
570409	579271	The UN was founded to maintain peace and security, yet critics argue it's, well, as you said, increasingly absent from critical peace efforts.
579951	587413	How would you restore the organization's relevance, good offices, and trusted role in conflict diplomacy?
588113	596475	Now, we've touched on that, but what we've heard from previous secretary generals when you say, well, the Security Council is gridlock, what can we do?
597615	600196	We only are as good as our member states.
601177	602678	What would you do differently?
602718	603719	Do you want to reform it?
603759	604460	Do you want to take it?
604480	605741	How do you want to approach this?
606181	612427	Well, I said and I repeat that the office of the Secretary General has to be restructured.
613468	618893	You cannot do mediation and prevention in a
619515	622496	pyramidal, bureaucratic structure.
623076	624697	Bureaucracies are very important.
624717	626278	I come from Costa Rica.
626958	629699	I supported the civil service of my country, yes?
630880	636242	But you cannot ask from a bureaucracy to deliver on things they are not.
637443	638203	about to do.
639004	646809	And to have flexibility, to be agile, is not part of a bureaucratic structure that is, at the same time, pyramidal.
647270	655035	And that's why, you know, when we were negotiating the Black Sea Initiative, five people worked with me.
655075	656056	This was in the Ukraine War.
656196	657157	That's for the grain.
657237	657657	Exactly.
657697	665323	When we opened up the Black Sea for Trade, that was so important to avoid a food insecurity crisis in the world.
666247	673712	And, you know, I had a very small team, five people that reported only to me, and I reported to the Secretary General.
674052	674593	And it worked.
675053	675233	Yes.
675513	679696	You know, everything that we wanted to do after that was stopped.
680577	688742	So you need a structure that will be flexible, that will be accountable to the Secretary General, and you need the best team ever.
688842	692485	You know, the Secretary General has to have really robust
692985	696927	and qualified people that are able to take this agenda forward.
697187	697487	Good.
697867	699167	A question from the audience now.
699268	706510	Aziel Goulandres, Secretary General of the World Federation of UN Associations from Switzerland.
706810	707611	Good, you're here.
708051	709772	Thank you for coming all the way from Switzerland.
709792	710612	What's the name of this?
711192	712013	The City of Peace.
712313	713153	Yes, your question.
714410	715731	My name is Aziel Goulandris.
715891	718072	I am with the World Federation of UN Associations.
718132	719132	Thank you for being here.
719232	722354	Thank you to UNAUK for organizing this.
722694	726816	The United Nations often, very often, consults civil society.
728077	733079	But consultation does not always mean that it translates into influence.
734540	738642	So if elected Secretary General, what mechanism
739533	755103	could we establish, could be established to ensure meaningful and geographically balanced civil society participation, including UN associations like this one, to ensure that their input affects decisions, not only discussions.
755523	756103	Thank you very much.
756764	757364	A mechanism.
758685	767150	Yeah, I know that in the past there was a representation in the Office of the Secretary General of Civil Society that had
767707	774771	that role and that's something to be thought about and restored probably for that to happen.
775251	788678	But also let me say we need to hear civil society and partner with civil society not only because of money, it's not because of financial resources, it's also knowledge and capacities.
789751	794413	And that's why I meant that we need to partner much more.
794513	795713	We need to get a mechanism.
796013	799575	You're already talking about less with less, so you don't want to create new, but.
799615	802996	Less is refocusing, not downsizing.
803036	803976	Would you establish?
804076	809458	I already answered that there was a mechanism in the Office of the Secretary General that could be restored.
809678	811139	OK. That's what I said.
811739	814280	But I think that civil society also
815066	823228	I'm sorry to say, should not only think about how they influence the UN inside, but how they bring the UN outside.
823268	831771	They can help with that, not only on the one-sided way in which it has always been thought of.
832211	832591	Thank you.
833211	836472	Another question from the floor, I understand.
836852	841093	Umar Diallo, Association des Familles des Martres de Senegal.
841934	842494	Vous êtes ici?
844752	845053	Omar?
845735	847961	Oh, oh.
847981	848403	Senegal?
849185	849887	We moved yellow.
850520	858962	Hello, I'm Omou Diallo and I'm here representing Collective des Familles des Martyrs du Senegal entre 2021 et 2024.
859703	878608	My question is, how would you strengthen accountability and protection for victims of political repression in countries where state institutions are perceived as unwilling or unable to investigate abuses independently?
879028	879428	Thank you.
881750	890303	How would you strengthen accountability and protection for victims of political repression in countries where state institutions are
890902	894543	perceived as unwilling or unable to investigate abuses independently?
895103	912789	Well, the main mechanism that we have is the human rights pillar and they have mechanisms to do that and it has to be put forward that that is happening and to ask for the intervention of the human rights commissioner.
913550	926798	And I think that in the protection when civil rights have been abused, the main mechanism that the UN has is the human rights pillar.
929468	935471	and maybe thinking aloud now that we have the question, we haven't explained that around.
935771	940534	People don't know what are the mechanisms in the UN that we could use.
941234	948938	And that takes my attention to one problem that I haven't thought about, that maybe many people don't know.
949630	954912	What are the avenues or mechanisms that they can use to protect themselves with the UN?
955533	961995	And so that's probably a problem of communication because we speak in a way that nobody understands.
963556	974861	But also a problem of educating the population by the presence of the UN on the ground for them to know what are the mechanisms that can be enacted for that.
975895	986371	Thank you very much for your question and it's an interesting reflection by you because certainly the survey which was done about the Global South, great dissatisfaction, disappointment with what the UN has done.
987211	988152	done or not done.
988412	994095	Most of all, a vast majority is saying it's too dominated by the powerful state.
994195	1000119	So people are asking now for mechanisms which you say exist, but they're obviously not working well, not doing their job.
1000880	1002921	Another question... Well, they do their job in many parts.
1003201	1006383	Well, let's see, but there seems to be tonight an idea they've got to do a lot better.
1006864	1007324	Is that right?
1008325	1010066	Yeah.
1010186	1013188	Ishan Shah from the UN Foundation is here.
1015009	1015309	Ishan?
1016658	1017158	Oh, thank you.
1021962	1022642	Thank you so much.
1022682	1023123	Thank you.
1023663	1027526	Thank you, Ms. Greenspan, for being here today as well and for Dialogue Missile Society.
1027906	1035651	Through the World's Toughest Job Campaign by UN Foundation, thousands of young people helped write a job description for the next Secretary-General, which I have here.
1036452	1045258	They are asking to work with leaders to reform how the UN delivers for their communities as opposed to carry its consequences when expectations fall short.
1045718	1048980	You have spoken about the need for a more focused and effective UN.
1049401	1066613	So in your first year, what would you actually change in the Executive Office of the Secretary General, in the UN system, and the way priorities are set to ensure young people have real influence from the beginning, rather than being invited in only after priorities, budgets, agendas, and reforms have already been decided?
1066933	1067293	Thank you.
1068154	1068374	Thank you.
1072042	1091708	Well, I think that one of the things that the Secretary General has done is to create the office of the youth, precisely to preclude what he's saying about, you know, they have to live with the consequences of decisions that they were not part of.
1092972	1096035	But probably that mechanism needs strengthening.
1096516	1099380	And I have said in my vision statement that we will.
1099920	1104906	That one of the things that we are worried about is about the arms of the young people.
1106055	1116620	in front of a world that is changing a job space that they don't know how it will be, et cetera.
1117220	1131947	So it is a very important initiative that the Secretary General has taken, and I think that is something that should be strengthened and expanded for the future.
1132427	1133788	But I think that we have
1134438	1151357	a good seat there on which to work because the envoy of the youth has started to organize the youth around and it has done a very good job in trying to bring the youth really to the UN.
1152164	1161089	But the other part of this is how the UN will open up for the young to come to the UN to work with us.
1161469	1174515	And part of the mechanisms that we had before for underrepresented countries, for young people to come and reinvigorate the UN is now pretty small.
1174775	1177217	That is the entry point to the UN.
1178157	1189781	The entry point of the UN requires that you do exams for people to enter, young people to enter the UN at the basic level.
1190241	1191821	And that is a permanent job.
1192561	1195342	So they can build their career in the UN.
1195742	1204305	But because of the cuts and because of the financial restraint, those exams and those mechanisms have been weakened.
1204845	1205306	too much.
1205966	1210091	And I think that that is one of the things that should also change.
1210171	1218641	Not only the representation at the political level, it's also the presence of staff of the UN to be able to be there.
1219061	1219762	And we need that.
1220843	1224908	We need the young people to come into the UN again.
1225881	1226822	Thank you very much for your question.
1226842	1235147	I have to say we've received so many questions from young people saying they just don't feel there's a way to get them into the system and give them a real voice.
1235867	1240430	Another question, Jordan Ryan, former Assistant Secretary General of the UNDP.
1240730	1241330	Maybe you know him.
1242051	1246353	The UN faces an acute crisis of funding, legitimacy and political confidence.
1246873	1252397	What would you do in your first year to protect the independence of the Secretary General?
1253137	1265065	reduce the organization's vulnerability to political blackmail by major contributors, no names mentioned, and prove that the UN can still act in the common interest.
1266186	1267467	You've talked about your office.
1268948	1274972	What would you do in your first year to solidify that independence against powerful voices?
1275612	1282057	Well, we have to fix the financial problem of the UN, yes?
1282675	1284256	And there are three things there.
1284596	1291378	First, we have to ask and demand as UN a stable panorama of finance.
1291698	1302902	No organization can reform and do all what we have to do if there is total uncertainty about the budget and the availability of resources in the organization.
1303663	1316491	Second, you will have to convince those that have the responsibility to finance the UN with assessed contributions, not only voluntary contributions, but assessed contributions that are obligations of the state.
1317371	1325896	Now, if you look at the panorama today, the US and China will represent 44% of the financing of the UN.
1330423	1333485	We have to ask ourselves, is that sustainable?
1333765	1338488	Actually, it's 44% because we put a cap on the maximum.
1339008	1346233	If not, the US will be paying 25% right now, and probably China will go in two years to be also 25%.
1348808	1351870	I think that this is a very difficult discussion.
1352030	1355912	And let me tell you that most of these experiments have avoided it.
1356292	1358634	Yeah, it goes to the heart of the problem now.
1358834	1359514	I think so.
1359714	1369860	And I think that we have to put that on the table and find the collision of countries that are willing to open up at least that discussion.
1370540	1374523	But there is a third problem that we have, and it's the financial rules.
1375503	1389619	Because the financial rules that are right now imposed on the UN, they ask us to, and I don't want to enter into all the technicalities of the mechanism.
1389759	1390239	You've got 30 seconds.
1390520	1390720	Yes.
1394948	1397770	This is... You won't solve it tonight, but just one last...
1397790	1401592	I am not saying I'm solving it tonight, but this is a difficult thing to understand.
1402132	1409197	We have to give back money that we haven't received according to the financial rules that there are today.
1409657	1418983	And so what I am telling the countries is that they have to give us a moratorium at least of some of the financial rules for us to be able
1419778	1433408	to breathe in the next two to three years and solve the problem because we have to create the trust and the political will in the UN again also to solve the financial problem.
1433728	1436350	So we need these three things to happen.
1438332	1441994	It will certainly be the toughest of jobs, time consuming.
1442094	1444616	Please give us a reassurance before you leave this stage.
1444997	1447699	You'll find a way to relax so you don't collapse on the job.
1448639	1449420	I never collapse.
1450345	1451065	And do you relax?
1451906	1453787	I do relax with my family.
1454408	1455308	Well, tell us one thing.
1455328	1457569	My family, I love to be at home.
1457930	1460031	You know, I always on the run.
1460071	1463433	I am always in airports and airplanes.
1463773	1470317	When I go home, I just want to be home and talk to my granddaughter every day.
1470417	1471418	That helps a lot.
1471678	1474420	Rebecca Greenstein, thank you for sharing time with us.
1478368	1479395	Thank you very much, Rebecca.
1479415	1480261	Really good to see you.
